Table_ID,Page,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
Table_130,111,surveillance systems.,,,,,,,,,,,,,,,,,,
Table_130,111,,2023 has seen the removal of all COVID-19 related control,,,,,,,,,,,,,,,,,
Table_130,111,,measures and the reestablishment of business travel across,,,,,,,,,,,,,,,,,
Table_130,111,A comprehensive body of documents has been developed to,,,,,,,,,,,,,,,,,,
Table_130,111,,CLP's operational footprint. This has meant considerable effort,,,,,,,,,,,,,,,,,
Table_130,111,assist all regions and regional assets in establishing or revising,,,,,,,,,,,,,,,,,,
Table_130,111,,has been made to ensure that all staff either supporting or,,,,,,,,,,,,,,,,,
Table_130,111,their security management documentation. These documents,,,,,,,,,,,,,,,,,,
Table_130,111,,engaged in business travel were properly briefed about the,,,,,,,,,,,,,,,,,
Table_130,111,"are aligned with international standards for security, and lay",,,,,,,,,,,,,,,,,,
Table_130,111,,support they can obtain from the company.,,,,,,,,,,,,,,,,,
Table_130,111,out best practices from across the Group.,,,,,,,,,,,,,,,,,,
Table_130,111,• The CLP Physical Security Standard lays down the,,,,,,,,,,,,,,,,,,
Table_130,111,minimum standard of physical security measures expected,,,,,,,,,,,,,,,,,,
Table_130,111,"at every asset owned or operated by CLP, regardless of",,,,,,,,,,,,,,,,,,
Table_130,111,location or role.,,,,,,,,,,,,,,,,,,
Table_130,111,• The CLP Physical Security Guideline provides practical,,,,,,,,,,,,,,,,,,
Table_130,111,guidance on the security requirements expected of,,,,,,,,,,,,,,,,,,
Table_130,111,"all business units, in line with the Group Security",,,,,,,,,,,,,,,,,,
Table_130,111,"Policy and Physical Security Standard. For instance, it",,,,,,,,,,,,,,,,,,
Table_130,111,includes guidelines on how to identify potential areas of,,,,,,,,,,,,,,,,,,
Table_130,111,"weakness, develop appropriate security countermeasures,",,,,,,,,,,,,,,,,,,
Table_130,111,and prepare a security response plan.,,,,,,,,,,,,,,,,,,
Table_130,111,• The CLP Security Vulnerability Assessment Guideline is,,,,,,,,,,,,,,,,,,
Table_130,111,the flagship document that lays down the process for,,,,,,,,,,,,,,,,,,
Table_130,111,evaluating the security status of any CLP site. Applied,,,,,,,,,,,,,,,,,,
Table_130,111,"in close collaboration with the operator, it provides a",,,,,,,,,,,,,,,,,,
Table_130,111,comprehensive security “health check” using a risk-based,,,,,,,,,,,,,,,,,,
Table_130,111,"approach that covers threats and areas of weakness, and",,,,,,,,,,,,,,,,,,
Table_130,111,offers solutions.,,,,,,,,,,,,,,,,,,
Table_130,111,• CLP’s Security Due Diligence for Project Design and,,,,,,,,,,,,,,,,,,
Table_130,111,Construction or Site Acquisition has been developed to,,,,,,,,,,,,,,,,,,
Table_130,111,support projects in the early stages of acquisition or,,,,,,,,,,,,,,,,,,
Table_130,111,construction. All projects and acquisitions undergo this,,,,,,,,,,,,,,,,,,
Table_130,111,"process, regardless of size.",,,,,,,,,,,,,,,,,,
Table_131,112,,,,,,,,,,,,,,,,,,,
Table_131,112,Cyber security,Monitoring and follow-up,,,,,,,,,,,,,,,,,
Table_131,112,,CLP continually monitors its IT systems and networks and,,,,,,,,,,,,,,,,,
Table_131,112,,stays alert to potential threats to its OT systems. Advances in,,,,,,,,,,,,,,,,,
Table_131,112,Strategies and procedures,,,,,,,,,,,,,,,,,,
Table_131,112,,cyber security technologies have helped improve the Group's,,,,,,,,,,,,,,,,,
Table_131,112,,ability to detect cyber security breaches. If suspicious activity,,,,,,,,,,,,,,,,,
Table_131,112,"Cyber security incidents occur in a virtual space. Some, such",,,,,,,,,,,,,,,,,,
Table_131,112,,"is discovered in the IT or OT network environments, immediate",,,,,,,,,,,,,,,,,
Table_131,112,"as data leaks, may not cause immediate disruption and",,,,,,,,,,,,,,,,,,
Table_131,112,,"action is taken to investigate it and, if necessary, isolate the",,,,,,,,,,,,,,,,,
Table_131,112,therefore be difficult to detect or trace. As CLP’s workplace and,,,,,,,,,,,,,,,,,,
Table_131,112,,threat and initiate recovery action. Employees are reminded,,,,,,,,,,,,,,,,,
Table_131,112,"operations become increasingly digitalised, electronic devices",,,,,,,,,,,,,,,,,,
Table_131,112,,regularly to report suspicious cyber activity directly to CLP,,,,,,,,,,,,,,,,,
Table_131,112,could become vulnerable to cyberattacks. CLP therefore,,,,,,,,,,,,,,,,,,
Table_131,112,,Group Security via several channels. Suspicious emails can be,,,,,,,,,,,,,,,,,
Table_131,112,"strives to protect its OT and IT systems, defined as follows:",,,,,,,,,,,,,,,,,,
Table_131,112,,automatically reported with the click of a button.,,,,,,,,,,,,,,,,,
Table_131,112,• Operational Technology is the hardware and software that,,,,,,,,,,,,,,,,,,
Table_131,112,,Initiatives and progress,,,,,,,,,,,,,,,,,
Table_131,112,"detects, monitors or controls physical devices (such as",,,,,,,,,,,,,,,,,,
Table_131,112,turbines) belonging to CLP.,,,,,,,,,,,,,,,,,,
Table_131,112,,In 2023 a new Security Operations Centre was established,,,,,,,,,,,,,,,,,
Table_131,112,,,,,,,,,,,,,,,,,,,
Table_131,112,"• Information Technology is the technology used to store,",in CLP Hong Kong. Deloitte was engaged to support this,,,,,,,,,,,,,,,,,
Table_131,112,"retrieve, transmit and manipulate data or information.",,,,,,,,,,,,,,,,,,
Table_131,112,,"service, which provides 24/7 security monitoring, reporting",,,,,,,,,,,,,,,,,
Table_131,112,,"and response. As a result, CLP’s ability to manage incidents",,,,,,,,,,,,,,,,,
Table_131,112,CLP's management of cyber security is documented in,,,,,,,,,,,,,,,,,,
Table_131,112,,round the clock has been significantly enhanced. Other similar,,,,,,,,,,,,,,,,,
Table_131,112,20 standards which align with the NIST Cyber Security,,,,,,,,,,,,,,,,,,
Table_131,112,,"initiatives have been launched by CLP China, EnergyAustralia",,,,,,,,,,,,,,,,,
Table_131,112,Framework and provide guidelines for selecting and specifying,,,,,,,,,,,,,,,,,,
Table_131,112,,and Apraava Energy.,,,,,,,,,,,,,,,,,
Table_131,112,security controls for informations systems and processes to,,,,,,,,,,,,,,,,,,
Table_131,112,reduce the risk of cyber threats and attacks. These all sit under,,,,,,,,,,,,,,,,,,
Table_131,112,,"As one of CLP’s top-tier risks, cyber security is regularly",,,,,,,,,,,,,,,,,
Table_131,112,a unified Group Security policy document. Due to differing,,,,,,,,,,,,,,,,,,
Table_131,112,,assessed and reports made to senior management through,,,,,,,,,,,,,,,,,
Table_131,112,"regulatory requirements mandated in other jurisdictions,",,,,,,,,,,,,,,,,,,
Table_131,112,,the risk management process. Further regulatory changes are,,,,,,,,,,,,,,,,,
Table_131,112,some Regions/ Businesses Units have developed their own,,,,,,,,,,,,,,,,,,
Table_131,112,,anticipated. Although recruiting individuals with the relevant,,,,,,,,,,,,,,,,,
Table_131,112,documents which align with their local jurisdiction but respect,,,,,,,,,,,,,,,,,,
Table_131,112,,"cyber security skillsets can be difficult, CLP is looking to further",,,,,,,,,,,,,,,,,
Table_131,112,the baseline laid down by Group Security's 20 standards.,,,,,,,,,,,,,,,,,,
Table_131,112,,"enhance its capacity in the areas of process, people and",,,,,,,,,,,,,,,,,
Table_131,112,,technology and to recruit the expertise required to spearhead,,,,,,,,,,,,,,,,,
Table_131,112,Training and awareness,,,,,,,,,,,,,,,,,,
Table_131,112,,these efforts.,,,,,,,,,,,,,,,,,
Table_131,112,Employee and associates of the Group represent important,,,,,,,,,,,,,,,,,,
Table_131,112,cyber defence assets. They need relevant knowledge to raise,,,,,,,,,,,,,,,,,,
Table_131,112,,Read more from the Audit & Risk Committee,,,,,,,,,,,,,,,,,
Table_131,112,their awareness and maintain their vigilance.,,,,,,,,,,,,,,,,,,
Table_131,112,,Report in 2023 Annual Report,,,,,,,,,,,,,,,,,
Table_131,112,Continual efforts are made through training and education,,,,,,,,,,,,,,,,,,
Table_131,112,to raise cyber security awareness among employees and,,,,,,,,,,,,,,,,,,
Table_131,112,encourage them to practise good “cyber hygiene”. Security,,,,,,,,,,,,,,,,,,
Table_131,112,awareness activities at the employee level include simulated,,,,,,,,,,,,,,,,,,
Table_131,112,"phishing emails, internal broadcast campaigns, briefings,",,,,,,,,,,,,,,,,,,
Table_131,112,"videos and the introduction of ‘Cyber Champions’, a",,,,,,,,,,,,,,,,,,
Table_131,112,"communication campaign, all designed to promote good cyber",,,,,,,,,,,,,,,,,,
Table_131,112,practice across departments and functions.,,,,,,,,,,,,,,,,,,
Table_132,113,,,,,,,,,,,,,,,,,,,
Table_132,113,Emergency and crisis management,Crisis Management Plan,,,,,,,,,,,,,,,,,
Table_132,113,,CLP’s Group Crisis Management Plan ensures high levels,,,,,,,,,,,,,,,,,
Table_132,113,,of preparedness in responding to and recovering from,,,,,,,,,,,,,,,,,
Table_132,113,Our approach,,,,,,,,,,,,,,,,,,
Table_132,113,,"emergency situations, and helps minimise disruption to",,,,,,,,,,,,,,,,,
Table_132,113,,customers. The Plan is continually reviewed and enhanced,,,,,,,,,,,,,,,,,
Table_132,113,Attacks on CLP’s operation systems or physical assets could,,,,,,,,,,,,,,,,,,
Table_132,113,,to ensure it remains in line with operational changes and the,,,,,,,,,,,,,,,,,
Table_132,113,have dire consequences. CLP must be able to detect any,,,,,,,,,,,,,,,,,,
Table_132,113,,broader operating context. It provides a strong platform for,,,,,,,,,,,,,,,,,
Table_132,113,"incursion in real time, every time, and remediate the incident",,,,,,,,,,,,,,,,,,
Table_132,113,,the effective handling of a crisis at the Group level. The plan:,,,,,,,,,,,,,,,,,
Table_132,113,before harm results.,,,,,,,,,,,,,,,,,,
Table_132,113,Strategies and procedures,"• Outlines crisis management organisation, roles,",,,,,,,,,,,,,,,,,
Table_132,113,,"responsibilities, procedures and processes;",,,,,,,,,,,,,,,,,
Table_132,113,CLP maintains robust and regularly tested emergency,,,,,,,,,,,,,,,,,,
Table_132,113,,,,,,,,,,,,,,,,,,,
Table_132,113,response and crisis management procedures. As the first line,• Specifies the tools needed to ensure the collective response,,,,,,,,,,,,,,,,,
Table_132,113,"of defence, when an incident arises the Incident Management","is well planned, well executed and fully integrated across",,,,,,,,,,,,,,,,,
Table_132,113,Process (shown below) is activated.,the organisation;,,,,,,,,,,,,,,,,,
Table_132,113,,• Describes the relationship and interface between the,,,,,,,,,,,,,,,,,
Table_132,113,CLP Incident Management Process,,,,,,,,,,,,,,,,,,
Table_132,113,,handling of regional- and Group-level crises; and,,,,,,,,,,,,,,,,,
Table_132,113,,• Details the processes that govern internal and external,,,,,,,,,,,,,,,,,
Table_132,113,,"communications during emergencies and crises, ensuring",,,,,,,,,,,,,,,,,
Table_132,113,,that those responsible for managing a crisis have the,,,,,,,,,,,,,,,,,
Table_132,113,,necessary information to carry out their responsibilities,,,,,,,,,,,,,,,,,
Table_132,113,,and that key stakeholders are informed.,,,,,,,,,,,,,,,,,
Table_133,114,Training and awareness,Group and Regional Crisis Management Plans are reviewed,,,,,,,,,,,,,,,,,
Table_133,114,"As specified in both Group and regional publications,",at least every three years. Regional crisis management,,,,,,,,,,,,,,,,,
Table_133,114,emergency response drills are conducted at least annually at,exercises are conducted annually as part of the internal peer,,,,,,,,,,,,,,,,,
Table_133,114,"all Group sites, with smaller scale drills taking place more often.",review process.,,,,,,,,,,,,,,,,,
Table_133,114,,,,,,,,,,,,,,,,,,,
Table_133,114,Initiatives and progress,• Reviewing and improving notification and communication,,,,,,,,,,,,,,,,,
Table_133,114,,tools; and,,,,,,,,,,,,,,,,,
Table_133,114,,,,,,,,,,,,,,,,,,,
Table_133,114,CLP has continued to enhance its crisis management capability,"• At Group level, conducting crisis management",,,,,,,,,,,,,,,,,
Table_133,114,to ensure the organisation can respond promptly and,,,,,,,,,,,,,,,,,,
Table_133,114,,communication drills and administrative drills to ensure,,,,,,,,,,,,,,,,,
Table_133,114,effectively if an incident occurs.,,,,,,,,,,,,,,,,,,
Table_134,114,Company has been on maintaining and enhancing capability.,,,,,,,,,,,,,,,,,,
Table_134,114,Initiatives continued in the year include:,,,,,,,,,,,,,,,,,,
Table_134,114,• Considerable work has been conducted to develop a,,,,,,,,,,,,,,,,,,
Table_134,114,replacement to the now aged Crisis Communications,,,,,,,,,,,,,,,,,,
Table_134,114,Billboard (CCB). An interim solution has been developed,,,,,,,,,,,,,,,,,,
Table_134,114,and is being rolled out in the first and second quarter of,,,,,,,,,,,,,,,,,,
Table_134,114,2024 to ensure that there is a seamless transition from one,,,,,,,,,,,,,,,,,,
Table_134,114,platform to another;,,,,,,,,,,,,,,,,,,
Table_135,115,Case Study,,,,,,,,,,,,,,,,,,
Table_135,115,Crisis management in action during extreme weather events,,,,,,,,,,,,,,,,,,
Table_135,115,"In early September 2023, CLP implemented","in 2018, CLP prioritised the replacement of smart meters",,,,,,,,,,,,,,,,,
Table_135,115,multiple measures to maintain a reliable power,"at remote villages in 2019. With smart meters in place,",,,,,,,,,,,,,,,,,
Table_135,115,supply and mitigate the impact of Super Typhoon,the result was improved supply failure detection and,,,,,,,,,,,,,,,,,
Table_135,115,"Saola, when typhoon signals of No.8 and above","a reduction in repair time. Moreover, CLP maintained",,,,,,,,,,,,,,,,,
Table_135,115,were hoisted for 38 hours.,close communication with power supply companies,,,,,,,,,,,,,,,,,
Table_135,115,,in Guangdong Province to ensure mutual assistance,,,,,,,,,,,,,,,,,
Table_135,115,"To ensure a stable power supply, CLP enhanced inspections",when necessary.,,,,,,,,,,,,,,,,,
Table_135,115,"of its power supply equipment prior to the typhoon,",,,,,,,,,,,,,,,,,,
Table_135,115,"installed flood gates at substations vulnerable to flooding,","Additionally, CLP released a short video that offered advice",,,,,,,,,,,,,,,,,
Table_135,115,and pruned trees that could pose a potential risk to,on how to prepare for approaching typhoons and covered,,,,,,,,,,,,,,,,,
Table_135,115,overhead lines.,some important reminders on dealing with power outages,,,,,,,,,,,,,,,,,
Table_135,115,,during typhoons.,,,,,,,,,,,,,,,,,
Table_135,115,Given the severe damage caused by Super Typhoon,,,,,,,,,,,,,,,,,,
Table_135,115,Mangkhut to the power supply facilities of remote villages,,,,,,,,,,,,,,,,,,
Table_136,116,Overview,,,,,,,,,,,,,,,,,,
Table_136,116,Areas of stakeholder interest,Relevant sustainability agenda,,,,,,,,,,,,,,,,,
Table_136,116,,,,,,,,,,,,,,,,,,,
Table_136,116,• Workforce size and mix,"A safe, future-ready workforce",,,,,,,,,,,,,,,,,
Table_136,116,• Fair and ethical work practices,,,,,,,,,,,,,,,,,,
Table_136,116,,• Attracting and developing diverse future talent,,,,,,,,,,,,,,,,,
Table_136,116,• Fostering diversity and inclusion,and capabilities,,,,,,,,,,,,,,,,,
Table_136,116,• Talent and skills development,,,,,,,,,,,,,,,,,,
Table_136,116,,• Helping our people succeed,,,,,,,,,,,,,,,,,
Table_136,116,• Supporting employees to thrive in change,,,,,,,,,,,,,,,,,,
Table_136,116,,"• Embedding agile and innovative ways of working, mindsets",,,,,,,,,,,,,,,,,
Table_136,116,,,,,,,,,,,,,,,,,,,
Table_136,116,"• Health, Safety and Environment management",and behaviours,,,,,,,,,,,,,,,,,
Table_136,116,• Occupational health and safety,• Promoting workplace safety and wellbeing,,,,,,,,,,,,,,,,,
Table_136,116,,Community stewardship,,,,,,,,,,,,,,,,,
Table_136,116,,• Promoting responsible supply chains,,,,,,,,,,,,,,,,,
Table_137,117,,"Energy from 2023. For more details, please refer to Reporting",,,,,,,,,,,,,,,,,
Table_137,117,Workforce size and mix,,,,,,,,,,,,,,,,,,
Table_137,117,,scope and data verification section.,,,,,,,,,,,,,,,,,
Table_137,117,"CLP engaged over 16,200 employees and contractors on a",,,,,,,,,,,,,,,,,,
Table_137,117,,"Across remaining markets, the total employment rose,",,,,,,,,,,,,,,,,,
Table_137,117,full-time equivalent basis at the end of 2023.,,,,,,,,,,,,,,,,,,
Table_137,117,,primarily due to continued post-pandemic recovery of,,,,,,,,,,,,,,,,,
Table_137,117,,"activity. Utilisation of service contractors increased, reflecting",,,,,,,,,,,,,,,,,
Table_137,117,"GRI reference: 2-7, 2-8",,,,,,,,,,,,,,,,,,
Table_137,117,,temporary skills requirements to support decarbonisation and,,,,,,,,,,,,,,,,,
Table_137,117,,digitalisation projects.,,,,,,,,,,,,,,,,,
Table_137,117,Reflecting Apraava Energy’s transition to a joint venture at,,,,,,,,,,,,,,,,,,
Table_137,117,"the end of 2022, total workforce reporting excludes Apraava",,,,,,,,,,,,,,,,,,
Table_137,117,Employees and contractors by region,,,,,,,,,,,,,,,,,,
Table_138,118,financial impacts and risks in areas including those relating,Supporting our people to speak up and acting on reports,,,,,,,,,,,,,,,,,
Table_138,118,"to employment practices, the environmental, local community",of wrongdoing,,,,,,,,,,,,,,,,,
Table_138,118,and other stakeholder impacts.,Each CLP business has an employee grievance procedure,,,,,,,,,,,,,,,,,
Table_138,118,,in place that reflects the CLP's Value Framework and any,,,,,,,,,,,,,,,,,
Table_138,118,CLP conducts internal and external due diligence on,applicable local legal requirements.  The procedures ensure,,,,,,,,,,,,,,,,,
Table_138,118,performance management and reward practices to ensure,fairness and independence in the investigation process and,,,,,,,,,,,,,,,,,
Table_138,118,they are free from gender bias.,respect the confidentiality of the parties involved. CLP’s,,,,,,,,,,,,,,,,,
Table_138,118,,Whistleblowing Policy enables employees and related third,,,,,,,,,,,,,,,,,
Table_138,118,CLP also implements the risk assessment processes across,parties to raise concerns about irregularities through a,,,,,,,,,,,,,,,,,
Table_138,118,"the procurement lifecycle to manage ESG issues, including",confidential channel.,,,,,,,,,,,,,,,,,
Table_138,118,"human rights.  For more details, please refer to the Responsible",,,,,,,,,,,,,,,,,,
Table_138,118,procurement section.,Monitoring and follow-up,,,,,,,,,,,,,,,,,
Table_138,118,,"Detailed policies are in place in each jurisdiction, based on",,,,,,,,,,,,,,,,,
Table_138,118,Discrimination and Harassment,"CLP’s Value Framework and Group Labour Standards, that",,,,,,,,,,,,,,,,,
Table_138,118,CLP aims to provide work environments that are free of,are fully compliant with local legislation. Regular refresher,,,,,,,,,,,,,,,,,
Table_138,118,"harassment or discrimination on the basis of gender, physical","training is organised for employees on key topics, including",,,,,,,,,,,,,,,,,
Table_138,118,"or mental conditions, race, nationality, religion, age, family","CLP's Code of Conduct, business practice review and its",,,,,,,,,,,,,,,,,
Table_138,118,"status, sexual orientation, and any other attribute recognised",Harassment-free Workplace Policy.,,,,,,,,,,,,,,,,,
Table_138,118,by the laws of the country in which the Company operates.,,,,,,,,,,,,,,,,,,
Table_138,118,,CLP prohibits child labour and forced labour in all of its,,,,,,,,,,,,,,,,,
Table_138,118,Use of temporary and contractor labour,"operations, and has stringent checking and control procedures",,,,,,,,,,,,,,,,,
Table_138,118,CLP uses temporary labour for work that is time-bound or,in its selection and onboarding processes to enforce this policy.,,,,,,,,,,,,,,,,,
Table_138,118,"during periods of peak activity, and engages labour employed",,,,,,,,,,,,,,,,,,
Table_138,118,by third parties for non-core work and work requiring,"Each year, CLP uses independent external consultants to",,,,,,,,,,,,,,,,,
Table_138,118,specialist skills. CLP aims to achieve an optimal balance,benchmark remuneration and benefits against relevant,,,,,,,,,,,,,,,,,
Table_138,118,"between the insourcing and outsourcing of capabilities, and to",recruitment markets. Decisions on remuneration are subject,,,,,,,,,,,,,,,,,
Table_138,118,ensure that the working hours and remuneration of workers,to the corporate governance process and the approval of,,,,,,,,,,,,,,,,,
Table_138,118,employed by contractors are fair and reasonable.,"the Board Human Resources & Remuneration Committee, to",,,,,,,,,,,,,,,,,
Table_138,118,,ensure a balance between the interests of both employees,,,,,,,,,,,,,,,,,
Table_138,118,Fair wages,and shareholders.,,,,,,,,,,,,,,,,,
Table_138,118,CLP complies fully with all local legal requirements with,,,,,,,,,,,,,,,,,,
Table_138,118,"respect to the minimum wage. In practice, its remuneration",CLP carries out independent audits of its human resources,,,,,,,,,,,,,,,,,
Table_138,118,and benefits for permanent staff often significantly exceed,policies and procedures to identify legal non-compliance,,,,,,,,,,,,,,,,,
Table_138,118,local legal minimum requirements.,risks and takes remedial action if any are identified.,,,,,,,,,,,,,,,,,
Table_138,118,,Immediate action is taken to investigate and address any,,,,,,,,,,,,,,,,,
Table_138,118,While it is not Group policy or market practice to provide,suspected breaches or issues that are brought to the,,,,,,,,,,,,,,,,,
Table_138,118,the same employment benefits to temporary staff as for,Company’s attention.,,,,,,,,,,,,,,,,,
Table_138,118,"regular permanent staff, CLP's benefits for temporary staff",,,,,,,,,,,,,,,,,,
Table_138,118,are competitive with local market practice and meet or,,,,,,,,,,,,,,,,,,
Table_138,118,exceed local legal requirements. CLP monitors pay carefully,Read more on breaches of the CLP Code of Conduct,,,,,,,,,,,,,,,,,
Table_138,118,to ensure it is competitive and rewards employees for,,,,,,,,,,,,,,,,,,
Table_138,118,individual and company performance. Its core employee,,,,,,,,,,,,,,,,,,
Table_138,118,benefits are reviewed regularly to ensure they are fit for,,,,,,,,,,,,,,,,,,
Table_138,118,purpose and sustainable.,,,,,,,,,,,,,,,,,,
Table_139,119,Initiatives and progress,Apraava Energy organised awareness sessions titled “Right,,,,,,,,,,,,,,,,,
Table_139,119,,Environment at Workplace” in the year. These covered topics,,,,,,,,,,,,,,,,,
Table_139,119,"CLP has furthered its efforts to operate ethically and fairly, and","such as anti-harassment policies, gender sensitisation, sexual",,,,,,,,,,,,,,,,,
Table_139,119,has continued to receive external recognition for its policies,"harassment, and grievance resolution.",,,,,,,,,,,,,,,,,
Table_139,119,and practices relating to wages and retirement.,,,,,,,,,,,,,,,,,,
Table_139,119,,CLP’s Hong Kong businesses were awarded Fair Wage,,,,,,,,,,,,,,,,,
Table_139,119,GRI reference: 201-3,Certificates by the Fair Wage Network in recognition of,,,,,,,,,,,,,,,,,
Table_139,119,,"their wage policies, practices and ongoing enhancements in",,,,,,,,,,,,,,,,,
Table_139,119,CLP’s Group Labour Standards outline CLP’s commitment to,"the assessment in prior years. In 2023, CLP improved its",,,,,,,,,,,,,,,,,
Table_139,119,international principles and conventions. They also provide,wage communications with employees and the launch of its,,,,,,,,,,,,,,,,,
Table_139,119,details of how CLP delivers on this commitment through,refreshed performance management system enabled it to,,,,,,,,,,,,,,,,,
Table_139,119,company-wide minimum standards on critical working,place greater emphasis on the linkage between rewards and,,,,,,,,,,,,,,,,,
Table_139,119,"conditions, including fair and decent work and working hours,","performance, while also streamlining and enhancing the total",,,,,,,,,,,,,,,,,
Table_139,119,and the basic rights of employees in the workplace. The,rewards statement for employees.,,,,,,,,,,,,,,,,,
Table_139,119,standards have also been embedded into the procurement,,,,,,,,,,,,,,,,,,
Table_139,119,"requirements for labour suppliers in Hong Kong, and CLP’s",In recognition of its efforts in providing sustainable retirement,,,,,,,,,,,,,,,,,
Table_139,119,tracking and monitoring of its temporary manpower resources,"benefits, CLP also received awards for “Hong Kong Best",,,,,,,,,,,,,,,,,
Table_139,119,has been strengthened. Relevant expectations of labour,ORSO (Occupational Retirement) Scheme” and “Hong Kong,,,,,,,,,,,,,,,,,
Table_139,119,practices and human rights have been embedded in the newly,"Best Member Communications” in 2023, by Asia Asset",,,,,,,,,,,,,,,,,
Table_139,119,launched Supplier Code of Conduct and communicated to,Management. These awards are given to companies in the,,,,,,,,,,,,,,,,,
Table_139,119,CLP’s suppliers.,Asia Pacific region for their excellence in managing retirement,,,,,,,,,,,,,,,,,
Table_139,119,,benefits for employees. CLP has been a winner for several,,,,,,,,,,,,,,,,,
Table_139,119,"In 2023, CLP did not identify any operation or supplier",consecutive years.,,,,,,,,,,,,,,,,,
Table_139,119,"as having a significant risk of child labour, young workers",,,,,,,,,,,,,,,,,,
Table_139,119,"exposed to hazardous work, or forced or compulsory labour,",,,,,,,,,,,,,,,,,,
Table_139,119,and no breach of laws and regulations in relation to child,,,,,,,,,,,,,,,,,,
Table_139,119,"labour and forced labour was recorded. Additionally, no Group",,,,,,,,,,,,,,,,,,
Table_139,119,operation was identified in which the right to exercise freedom,,,,,,,,,,,,,,,,,,
Table_139,119,of association and collective bargaining was violated or at,,,,,,,,,,,,,,,,,,
Table_139,119,significant risk.,,,,,,,,,,,,,,,,,,
Table_139,119,"In 2023, Apraava Energy established a Human Rights Policy",,,,,,,,,,,,,,,,,,
Table_139,119,under its diversity and inclusion (D&I) roadmap. Like the,,,,,,,,,,,,,,,,,,
Table_139,119,"CLP’s Group Labour Standards, it is guided by the United",,,,,,,,,,,,,,,,,,
Table_139,119,Nations Guiding Principles on Business and Human Rights,,,,,,,,,,,,,,,,,,
Table_139,119,and provides a framework for addressing and preventing,,,,,,,,,,,,,,,,,,
Table_139,119,associated risks. The policy reflects Apraava Energy’s,,,,,,,,,,,,,,,,,,
Table_139,119,commitment to respecting and promoting human rights across,,,,,,,,,,,,,,,,,,
Table_139,119,the organisation.,,,,,,,,,,,,,,,,,,
Table_140,120,,,,,,,,,,,,,,,,,,,
Table_140,120,Fostering diversity and inclusion,Standards and procedures,,,,,,,,,,,,,,,,,
Table_140,120,,CLP is a signatory to the International Energy Agency’s Equal,,,,,,,,,,,,,,,,,
Table_140,120,,"by 30 initiative, a commitment by public and private sector",,,,,,,,,,,,,,,,,
Table_140,120,Our approach,,,,,,,,,,,,,,,,,,
Table_140,120,,organisations to work towards gender equality in the energy,,,,,,,,,,,,,,,,,
Table_140,120,,"sector by 2030, and to the Women’s Empowerment Principles",,,,,,,,,,,,,,,,,
Table_140,120,CLP believes having a diverse workforce and an inclusive,,,,,,,,,,,,,,,,,,
Table_140,120,,established by the UN Global Compact and UN Women in India.,,,,,,,,,,,,,,,,,
Table_140,120,culture supports high performance and its ability to operate,,,,,,,,,,,,,,,,,,
Table_140,120,,"Local Diversity and Inclusion Councils operate in Hong Kong,",,,,,,,,,,,,,,,,,
Table_140,120,effectively in the many communities in which it operates. To,,,,,,,,,,,,,,,,,,
Table_140,120,,India and Australia that are driving the Company's efforts,,,,,,,,,,,,,,,,,
Table_140,120,"this end, CLP has set targets to encourage more women into",,,,,,,,,,,,,,,,,,
Table_140,120,,on diversity.,,,,,,,,,,,,,,,,,
Table_140,120,"the workforce, and policies to help employees better balance",,,,,,,,,,,,,,,,,,
Table_140,120,their work and home-life commitments.,,,,,,,,,,,,,,,,,,
Table_140,120,,CLP’s human resources policies include initiatives to,,,,,,,,,,,,,,,,,
Table_140,120,,"encourage the retention of employees, such as flexible work",,,,,,,,,,,,,,,,,
Table_140,120,Given the nature of CLP’s business and the markets in,,,,,,,,,,,,,,,,,,
Table_140,120,,"arrangements, maternity leave, and other family-friendly",,,,,,,,,,,,,,,,,
Table_140,120,"which it operates, CLP has set gender diversity as a Group-",,,,,,,,,,,,,,,,,,
Table_140,120,,policies and benefits. CLP’s recruitment processes are,,,,,,,,,,,,,,,,,
Table_140,120,wide priority. Long-term aspirational Group-wide gender,,,,,,,,,,,,,,,,,,
Table_140,120,,"designed to be fair and non-discriminatory. In Hong Kong,",,,,,,,,,,,,,,,,,
Table_140,120,diversity targets have been set that reflect UN Sustainable,,,,,,,,,,,,,,,,,,
Table_140,120,,its processes follow the Equal Opportunities Commission Code,,,,,,,,,,,,,,,,,
Table_140,120,Development Goals. The targets are:,,,,,,,,,,,,,,,,,,
Table_140,120,,"of Practice, and include the use of consistent selection criteria.",,,,,,,,,,,,,,,,,
Table_140,120,,"In other parts of the Group, CLP complies with local legislation",,,,,,,,,,,,,,,,,
Table_140,120,• Women in Leadership target: To achieve gender balance in,,,,,,,,,,,,,,,,,,
Table_140,120,,and codes of practice on recruitment. When conducting senior,,,,,,,,,,,,,,,,,
Table_140,120,"leadership positions by 2030, against a 2016 baseline of",,,,,,,,,,,,,,,,,,
Table_140,120,,"level searches, CLP also requires external recruitment firms to",,,,,,,,,,,,,,,,,
Table_140,120,22% of women in leadership positions;,,,,,,,,,,,,,,,,,,
Table_140,120,,"identify candidates with diverse backgrounds, in line with the",,,,,,,,,,,,,,,,,
Table_140,120,,,,,,,,,,,,,,,,,,,
Table_140,120,• Women in Engineering target: For 30% of engineers to be,Group's values.,,,,,,,,,,,,,,,,,
